3.3338e-05	9.99407	9.98906
6.66759e-05	9.99018	9.98468
0.000100014	9.98709	9.98138
0.000133352	9.98445	9.97864
0.00016669	9.98214	9.97625
0.000200028	9.98007	9.97411
0.000233366	9.97816	9.97217
0.000266704	9.9764	9.97037
0.000300042	9.97477	9.9687
0.00033338	9.97322	9.96713
0.000366717	9.97176	9.96565
0.000400055	9.97037	9.96424
0.000433393	9.96903	9.96291
0.000466731	9.96773	9.96163
0.000500069	9.9665	9.9604
0.000533407	9.96532	9.95922
0.000566745	9.96419	9.95808
0.000600083	9.96306	9.95699
0.000633421	9.96199	9.95592
0.000666759	9.96095	9.9549
0.000700097	9.95993	9.9539
0.000733435	9.95895	9.95293
0.000766773	9.95802	9.95199
0.000800111	9.95708	9.95107
0.000833449	9.95618	9.95017
0.000866787	9.95531	9.9493
0.000900125	9.95446	9.94845
0.000933463	9.95363	9.94761
0.000966801	9.95281	9.9468
0.00100014	9.95202	9.946
0.00103348	9.95123	9.94522
0.00106681	9.95046	9.94445
0.00110015	9.94971	9.9437
0.00113349	9.94896	9.94296
0.00116683	9.94823	9.94224
0.00120017	9.94751	9.94153
0.0012335	9.94681	9.94083
0.00126684	9.94612	9.94015
0.00130018	9.94545	9.93947
0.00133352	9.9448	9.93881
0.00136686	9.94416	9.93816
0.00140019	9.94351	9.93751
0.00143353	9.94289	9.93688
0.00146687	9.94226	9.93626
0.00150021	9.94162	9.93564
0.00153355	9.94101	9.93504
0.00156688	9.94041	9.93444
0.00160022	9.93982	9.93385
0.00163356	9.93924	9.93327
0.0016669	9.93865	9.9327
0.00170024	9.93807	9.93213
0.00173357	9.93752	9.93158
0.00176691	9.93698	9.93102
0.00180025	9.93646	9.93048
0.00183359	9.93589	9.92994
0.00186693	9.93538	9.92941
0.00190026	9.93484	9.92889
0.0019336	9.93432	9.92837
0.00196694	9.93381	9.92785
0.00200028	9.9333	9.92735
0.00203362	9.93279	9.92685
0.00206695	9.93229	9.92635
0.00210029	9.93178	9.92586
0.00213363	9.9313	9.92537
0.00216697	9.93081	9.92489
0.0022003	9.93033	9.92442
0.00223364	9.92985	9.92395
0.00226698	9.92939	9.92348
0.00230032	9.92892	9.92302
0.00233366	9.92846	9.92257
0.00236699	9.92801	9.92211
0.00240033	9.92757	9.92167
0.00243367	9.92711	9.92122
0.00246701	9.92666	9.92078
0.00250035	9.92622	9.92035
0.00253368	9.92578	9.91992
0.00256702	9.92535	9.91949
0.00260036	9.9249	9.91907
0.0026337	9.92449	9.91865
0.00266704	9.92407	9.91823
0.00270037	9.92366	9.91782
0.00273371	9.92323	9.91741
0.00276705	9.92281	9.917
0.00280039	9.92239	9.9166
0.00283373	9.92198	9.9162
0.00286706	9.92158	9.91581
0.0029004	9.92118	9.91542
0.00293374	9.92078	9.91503
0.00296708	9.92039	9.91464
0.00300042	9.92	9.91426
0.00303375	9.9196	9.91388
0.00306709	9.91922	9.9135
0.00310043	9.91885	9.91313
0.00313377	9.91847	9.91276
0.00316711	9.9181	9.91239
0.00320044	9.91773	9.91202
0.00323378	9.91736	9.91166
0.00326712	9.917	9.9113
0.00330046	9.91664	9.91094
0.0033338	9.91629	9.91058
0.00336713	9.91594	9.91023
0.00340047	9.91558	9.90988
0.00343381	9.91524	9.90953
0.00346715	9.9149	9.90919
0.00350049	9.91454	9.90885
0.00353382	9.91422	9.9085
0.00356716	9.91388	9.90817
0.0036005	9.91354	9.90783
0.00363384	9.91319	9.9075
0.00366717	9.91285	9.90717
0.00370051	9.91252	9.90684
0.00373385	9.9122	9.90651
0.00376719	9.91187	9.90618
0.00380053	9.91156	9.90586
0.00383386	9.9112	9.90554
0.0038672	9.91089	9.90522
0.00390054	9.91056	9.9049
0.00393388	9.91024	9.90459
0.00396722	9.90992	9.90428
0.00400055	9.90958	9.90396
0.00403389	9.90927	9.90366
0.00406723	9.90895	9.90335
0.00410057	9.90863	9.90304
0.00413391	9.90832	9.90274
0.00416724	9.90801	9.90244
0.00420058	9.9077	9.90214
0.00423392	9.90739	9.90184
0.00426726	9.9071	9.90154
0.0043006	9.9068	9.90125
0.00433393	9.90651	9.90095
0.00436727	9.90621	9.90066
0.00440061	9.90591	9.90037
0.00443395	9.90563	9.90008
0.00446729	9.90533	9.8998
0.00450062	9.90505	9.89951
0.00453396	9.90477	9.89923
0.0045673	9.90448	9.89895
0.00460064	9.90419	9.89867
0.00463398	9.90392	9.89839
0.00466731	9.90363	9.89811
0.00470065	9.90336	9.89783
0.00473399	9.90308	9.89756
0.00476733	9.9028	9.89729
0.00480067	9.90252	9.89701
0.004834	9.90226	9.89674
0.00486734	9.90201	9.89647
0.00490068	9.90174	9.89621
0.00493402	9.90147	9.89594
0.00496736	9.90119	9.89568
0.00500069	9.90093	9.89541
0.00503403	9.90067	9.89515
0.00506737	9.90041	9.89489
0.00510071	9.90014	9.89463
0.00513404	9.89988	9.89437
0.00516738	9.89962	9.89412
0.00520072	9.89936	9.89386
0.00523406	9.8991	9.89361
0.0052674	9.89884	9.89335
0.00530073	9.89858	9.8931
0.00533407	9.89834	9.89285
0.00536741	9.89808	9.8926
0.00540075	9.89783	9.89235
0.00543409	9.89758	9.8921
0.00546742	9.89733	9.89186
0.00550076	9.8971	9.89161
0.0055341	9.89685	9.89137
0.00556744	9.89661	9.89113
0.00560078	9.89637	9.89089
0.00563411	9.89613	9.89065
0.00566745	9.89587	9.89041
0.00570079	9.89564	9.89017
0.00573413	9.89539	9.88993
0.00576747	9.89515	9.88969
0.0058008	9.8949	9.88946
0.00583414	9.89466	9.88923
0.00586748	9.89443	9.88899
0.00590082	9.89419	9.88876
0.00593416	9.89395	9.88853
0.00596749	9.89371	9.8883
0.00600083	9.89349	9.88807
0.00603417	9.89326	9.88784
0.00606751	9.89304	9.88762
0.00610085	9.89281	9.88739
0.00613418	9.89258	9.88716
0.00616752	9.89236	9.88694
0.00620086	9.89214	9.88672
0.0062342	9.89191	9.88649
0.00626754	9.89169	9.88627
0.00630087	9.89147	9.88605
0.00633421	9.89125	9.88583
0.00636755	9.89103	9.88561
0.00640089	9.89081	9.8854
0.00643423	9.89059	9.88518
0.00646756	9.89037	9.88496
0.0065009	9.89014	9.88475
0.00653424	9.88992	9.88454
0.00656758	9.88971	9.88432
0.00660091	9.8895	9.88411
0.00663425	9.88929	9.8839
0.00666759	9.88908	9.88369
0.00670093	9.88887	9.88348
0.00673427	9.88866	9.88327
0.0067676	9.88845	9.88306
0.00680094	9.88824	9.88285
0.00683428	9.88803	9.88265
0.00686762	9.88782	9.88244
0.00690096	9.8876	9.88223
0.00693429	9.8874	9.88203
0.00696763	9.88719	9.88183
0.00700097	9.88699	9.88162
0.00703431	9.88678	9.88142
0.00706765	9.88657	9.88122
0.00710098	9.88636	9.88102
0.00713432	9.88616	9.88082
0.00716766	9.88595	9.88062
0.007201	9.88577	9.88042
0.00723434	9.88557	9.88022
0.00726767	9.88537	9.88003
0.00730101	9.88518	9.87983
0.00733435	9.88498	9.87964
0.00736769	9.88477	9.87944
0.00740103	9.88458	9.87925
0.00743436	9.88438	9.87905
0.0074677	9.88418	9.87886
0.00750104	9.88398	9.87867
0.00753438	9.88379	9.87848
0.00756772	9.88358	9.87829
0.00760105	9.88339	9.8781
0.00763439	9.88321	9.87791
0.00766773	9.88303	9.87772
0.00770107	9.88284	9.87753
0.00773441	9.88267	9.87734
0.00776774	9.88246	9.87716
0.00780108	9.88227	9.87697
0.00783442	9.88209	9.87679
0.00786776	9.88191	9.8766
0.0079011	9.88173	9.87642
0.00793443	9.88154	9.87623
0.00796777	9.88136	9.87605
0.00800111	9.88118	9.87587
0.00803445	9.881	9.87569
0.00806778	9.88081	9.87551
0.00810112	9.88064	9.87533
0.00813446	9.88046	9.87515
0.0081678	9.88028	9.87497
0.00820114	9.88011	9.87479
0.00823447	9.87991	9.87461
0.00826781	9.87974	9.87443
0.00830115	9.87956	9.87426
0.00833449	9.87939	9.87408
0.00836783	9.87921	9.87391
0.00840116	9.87903	9.87373
0.0084345	9.87886	9.87356
0.00846784	9.87868	9.87338
0.00850118	9.8785	9.87321
0.00853452	9.87833	9.87304
0.00856785	9.87816	9.87286
0.00860119	9.87799	9.87269
0.00863453	9.87781	9.87252
0.00866787	9.87764	9.87235
0.00870121	9.87747	9.87218
0.00873454	9.8773	9.87201
0.00876788	9.87713	9.87184
0.00880122	9.87696	9.87167
0.00883456	9.8768	9.8715
0.0088679	9.87662	9.87134
0.00890123	9.87646	9.87117
0.00893457	9.8763	9.871
0.00896791	9.87613	9.87084
0.00900125	9.87595	9.87067
0.00903459	9.87578	9.87051
0.00906792	9.87561	9.87034
0.00910126	9.87544	9.87018
0.0091346	9.87527	9.87002
0.00916794	9.87511	9.86985
0.00920128	9.87493	9.86969
0.00923461	9.87478	9.86953
0.00926795	9.87461	9.86937
0.00930129	9.87445	9.86921
0.00933463	9.87429	9.86905
0.00936797	9.87412	9.86889
0.0094013	9.87395	9.86873
0.00943464	9.87378	9.86857
0.00946798	9.87362	9.86841
0.00950132	9.87346	9.86825
0.00953465	9.8733	9.86809
0.00956799	9.87314	9.86794
0.00960133	9.87298	9.86778
0.00963467	9.87281	9.86762
0.00966801	9.87265	9.86747
0.00970134	9.87249	9.86731
0.00973468	9.87234	9.86716
0.00976802	9.87218	9.867
0.00980136	9.87202	9.86685
0.0098347	9.87187	9.86669
0.00986803	9.87172	9.86654
0.00990137	9.87157	9.86639
0.00993471	9.87141	9.86624
0.00996805	9.87125	9.86608
0.0100014	9.8711	9.86593
0.0100347	9.87095	9.86578
0.0100681	9.8708	9.86563
0.0101014	9.87064	9.86548
0.0101347	9.87048	9.86533
0.0101681	9.87034	9.86518
0.0102014	9.87019	9.86503
0.0102348	9.87003	9.86488
0.0102681	9.86987	9.86474
0.0103014	9.86972	9.86459
0.0103348	9.86957	9.86444
0.0103681	9.86943	9.86429
0.0104014	9.86929	9.86415
0.0104348	9.86914	9.864
0.0104681	9.86899	9.86385
0.0105015	9.86884	9.86371
0.0105348	9.86871	9.86356
0.0105681	9.86855	9.86342
0.0106015	9.86841	9.86328
0.0106348	9.86826	9.86313
0.0106681	9.86811	9.86299
0.0107015	9.86796	9.86284
0.0107348	9.86782	9.8627
0.0107682	9.86767	9.86256
0.0108015	9.86753	9.86242
0.0108348	9.86738	9.86228
0.0108682	9.86724	9.86213
0.0109015	9.8671	9.86199
0.0109348	9.86696	9.86185
0.0109682	9.86681	9.86171
0.0110015	9.86667	9.86157
0.0110349	9.86652	9.86143
0.0110682	9.86638	9.8613
0.0111015	9.86624	9.86116
0.0111349	9.86611	9.86102
0.0111682	9.86597	9.86088
0.0112016	9.86582	9.86074
0.0112349	9.86568	9.86061
0.0112682	9.86554	9.86047
0.0113016	9.8654	9.86033
0.0113349	9.86527	9.8602
0.0113682	9.86513	9.86006
0.0114016	9.865	9.85992
0.0114349	9.86486	9.85979
0.0114683	9.86472	9.85965
0.0115016	9.86458	9.85952
0.0115349	9.86445	9.85939
0.0115683	9.86431	9.85925
0.0116016	9.86418	9.85912
0.0116349	9.86404	9.85898
0.0116683	9.86391	9.85885
0.0117016	9.86378	9.85872
0.011735	9.86364	9.85859
0.0117683	9.86351	9.85846
0.0118016	9.86338	9.85832
0.011835	9.86326	9.85819
0.0118683	9.86313	9.85806
0.0119016	9.86299	9.85793
0.011935	9.86286	9.8578
0.0119683	9.86273	9.85767
0.0120017	9.8626	9.85754
0.012035	9.86248	9.85741
0.0120683	9.86234	9.85728
0.0121017	9.86221	9.85715
0.012135	9.86208	9.85703
0.0121684	9.86194	9.8569
0.0122017	9.86181	9.85677
0.012235	9.86169	9.85664
0.0122684	9.86156	9.85651
0.0123017	9.86141	9.85639
0.012335	9.86129	9.85626
0.0123684	9.86116	9.85613
0.0124017	9.86103	9.85601
0.0124351	9.86089	9.85588
0.0124684	9.86076	9.85576
0.0125017	9.86064	9.85563
0.0125351	9.86051	9.85551
0.0125684	9.86038	9.85538
0.0126017	9.86026	9.85526
0.0126351	9.86014	9.85513
0.0126684	9.86001	9.85501
0.0127018	9.85989	9.85489
0.0127351	9.85976	9.85476
0.0127684	9.85964	9.85464
0.0128018	9.85951	9.85452
0.0128351	9.85939	9.8544
0.0128685	9.85927	9.85427
0.0129018	9.85914	9.85415
0.0129351	9.85902	9.85403
0.0129685	9.8589	9.85391
0.0130018	9.85878	9.85379
0.0130351	9.85866	9.85367
0.0130685	9.85854	9.85355
0.0131018	9.85842	9.85343
0.0131352	9.8583	9.85331
0.0131685	9.85817	9.85319
0.0132018	9.85803	9.85307
0.0132352	9.85791	9.85295
0.0132685	9.85779	9.85283
0.0133018	9.85767	9.85271
0.0133352	9.85756	9.85259
0.0133685	9.85743	9.85248
0.0134019	9.85732	9.85236
0.0134352	9.8572	9.85224
0.0134685	9.85709	9.85212
0.0135019	9.85697	9.85201
0.0135352	9.85686	9.85189
0.0135685	9.85675	9.85177
0.0136019	9.85663	9.85166
0.0136352	9.85651	9.85154
0.0136686	9.8564	9.85142
0.0137019	9.85628	9.85131
0.0137352	9.85616	9.85119
0.0137686	9.85605	9.85108
0.0138019	9.85593	9.85096
0.0138353	9.85581	9.85085
0.0138686	9.85569	9.85074
0.0139019	9.85557	9.85062
0.0139353	9.85546	9.85051
0.0139686	9.85534	9.85039
0.0140019	9.85522	9.85028
0.0140353	9.8551	9.85017
0.0140686	9.85499	9.85005
0.014102	9.85486	9.84994
0.0141353	9.85475	9.84983
0.0141686	9.85464	9.84972
0.014202	9.85452	9.84961
0.0142353	9.85442	9.84949
0.0142686	9.85431	9.84938
0.014302	9.8542	9.84927
0.0143353	9.85409	9.84916
0.0143687	9.85396	9.84905
0.014402	9.85385	9.84894
0.0144353	9.85373	9.84883
0.0144687	9.85362	9.84872
0.014502	9.85351	9.84861
0.0145353	9.8534	9.8485
0.0145687	9.85329	9.84839
0.014602	9.85318	9.84828
0.0146354	9.85307	9.84817
0.0146687	9.85296	9.84806
0.014702	9.85285	9.84795
0.0147354	9.85274	9.84785
0.0147687	9.85263	9.84774
0.0148021	9.85252	9.84763
0.0148354	9.85241	9.84752
0.0148687	9.85231	9.84742
0.0149021	9.85219	9.84731
0.0149354	9.85208	9.8472
0.0149687	9.85197	9.84709
0.0150021	9.85186	9.84699
0.0150354	9.85175	9.84688
0.0150688	9.85164	9.84678
0.0151021	9.85153	9.84667
0.0151354	9.85143	9.84656
0.0151688	9.85132	9.84646
0.0152021	9.85121	9.84635
0.0152354	9.8511	9.84625
0.0152688	9.851	9.84614
0.0153021	9.85088	9.84604
0.0153355	9.85078	9.84593
0.0153688	9.85068	9.84583
0.0154021	9.85058	9.84573
0.0154355	9.85046	9.84562
0.0154688	9.85036	9.84552
0.0155021	9.85025	9.84541
0.0155355	9.85014	9.84531
0.0155688	9.85004	9.84521
0.0156022	9.84993	9.84511
0.0156355	9.84981	9.845
0.0156688	9.84971	9.8449
0.0157022	9.8496	9.8448
0.0157355	9.84949	9.8447
0.0157689	9.8494	9.84459
0.0158022	9.84929	9.84449
0.0158355	9.84919	9.84439
0.0158689	9.84908	9.84429
0.0159022	9.84898	9.84419
0.0159355	9.84888	9.84409
0.0159689	9.84878	9.84399
0.0160022	9.84867	9.84389
0.0160356	9.84858	9.84379
0.0160689	9.84847	9.84369
0.0161022	9.84837	9.84359
0.0161356	9.84827	9.84349
0.0161689	9.84816	9.84339
0.0162022	9.84805	9.84329
0.0162356	9.84795	9.84319
0.0162689	9.84786	9.84309
0.0163023	9.84776	9.84299
0.0163356	9.84766	9.84289
0.0163689	9.84756	9.84279
0.0164023	9.84746	9.84269
0.0164356	9.84736	9.8426
0.0164689	9.84726	9.8425
0.0165023	9.84715	9.8424
0.0165356	9.84706	9.8423
0.016569	9.84696	9.84221
0.0166023	9.84686	9.84211
0.0166356	9.84676	9.84201
0.016669	9.84666	9.84192
0.0167023	9.84656	9.84182
0.0167357	9.84647	9.84172
0.016769	9.84637	9.84163
0.0168023	9.84628	9.84153
0.0168357	9.84619	9.84143
0.016869	9.84608	9.84134
0.0169023	9.84598	9.84124
0.0169357	9.84589	9.84115
0.016969	9.84579	9.84105
0.0170024	9.8457	9.84096
0.0170357	9.84561	9.84086
0.017069	9.84552	9.84077
0.0171024	9.84543	9.84067
0.0171357	9.84533	9.84058
0.017169	9.84524	9.84048
0.0172024	9.84514	9.84039
0.0172357	9.84505	9.84029
0.0172691	9.84496	9.8402
0.0173024	9.84486	9.84011
0.0173357	9.84477	9.84001
0.0173691	9.84468	9.83992
0.0174024	9.84459	9.83983
0.0174358	9.8445	9.83973
0.0174691	9.84441	9.83964
0.0175024	9.84432	9.83955
