3.3338e-05	9.9951
6.66759e-05	9.99145
0.000100014	9.98849
0.000133352	9.98598
0.00016669	9.98373
0.000200028	9.98167
0.000233366	9.97981
0.000266704	9.97804
0.000300042	9.97645
0.00033338	9.97492
0.000366717	9.97346
0.000400055	9.97211
0.000433393	9.97078
0.000466731	9.96947
0.000500069	9.96827
0.000533407	9.9671
0.000566745	9.96598
0.000600083	9.96485
0.000633421	9.96376
0.000666759	9.96277
0.000700097	9.96174
0.000733435	9.96076
0.000766773	9.95983
0.000800111	9.95888
0.000833449	9.958
0.000866787	9.95716
0.000900125	9.95633
0.000933463	9.95553
0.000966801	9.95471
0.00100014	9.95391
0.00103348	9.95312
0.00106681	9.95235
0.00110015	9.95158
0.00113349	9.95084
0.00116683	9.95011
0.00120017	9.94937
0.0012335	9.94867
0.00126684	9.94799
0.00130018	9.94732
0.00133352	9.94667
0.00136686	9.94603
0.00140019	9.94537
0.00143353	9.94475
0.00146687	9.94414
0.00150021	9.94351
0.00153355	9.9429
0.00156688	9.94229
0.00160022	9.9417
0.00163356	9.94111
0.0016669	9.94054
0.00170024	9.93997
0.00173357	9.93944
0.00176691	9.93891
0.00180025	9.93839
0.00183359	9.93781
0.00186693	9.93729
0.00190026	9.93676
0.0019336	9.93623
0.00196694	9.93574
0.00200028	9.93522
0.00203362	9.93471
0.00206695	9.93424
0.00210029	9.93376
0.00213363	9.93329
0.00216697	9.93281
0.0022003	9.93233
0.00223364	9.93185
0.00226698	9.9314
0.00230032	9.93094
0.00233366	9.93049
0.00236699	9.93003
0.00240033	9.92961
0.00243367	9.92915
0.00246701	9.92871
0.00250035	9.92828
0.00253368	9.92783
0.00256702	9.92738
0.00260036	9.92695
0.0026337	9.92653
0.00266704	9.92612
0.00270037	9.92571
0.00273371	9.92528
0.00276705	9.92484
0.00280039	9.92441
0.00283373	9.924
0.00286706	9.92361
0.0029004	9.92321
0.00293374	9.92279
0.00296708	9.92239
0.00300042	9.922
0.00303375	9.92161
0.00306709	9.92125
0.00310043	9.92087
0.00313377	9.9205
0.00316711	9.92013
0.00320044	9.91976
0.00323378	9.91938
0.00326712	9.91902
0.00330046	9.91865
0.0033338	9.91831
0.00336713	9.91795
0.00340047	9.9176
0.00343381	9.91727
0.00346715	9.91692
0.00350049	9.91656
0.00353382	9.91623
0.00356716	9.9159
0.0036005	9.91554
0.00363384	9.9152
0.00366717	9.91486
0.00370051	9.91453
0.00373385	9.91421
0.00376719	9.91388
0.00380053	9.91357
0.00383386	9.91321
0.0038672	9.9129
0.00390054	9.91254
0.00393388	9.91223
0.00396722	9.9119
